Algorithm,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,MSE,SMAPE,Dropped drifting
Linear regression,Important,Sudden Drift,Large,Unimportant,Training/Test,21.794670396526456,2.75,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Test,89.17478745564692,6.14,False
Linear regression,Important,Incremental Drift,Small,Important,Training,39.48004713484173,3.56,True
Linear regression,Important,Incremental Drift,Small,Important,Training/Test,94.25389560072924,6.44,True
Linear regression,Important,Incremental Drift,Small,Important,Test,88.14711118598721,6.04,True
Linear regression,Important,Incremental Drift,Small,Medium,Training,21.630051447075964,2.86,False
Linear regression,Important,Incremental Drift,Small,Medium,Training/Test,20.76160366715789,2.78,False
Linear regression,Important,Incremental Drift,Small,Medium,Test,20.999769693831944,2.79,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training,20.351093346478702,2.86,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training/Test,18.22904910838929,2.72,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Test,20.074947678461527,2.76,False
Linear regression,Important,Incremental Drift,Large,Important,Training,391.5596234911204,10.73,True
Linear regression,Important,Incremental Drift,Large,Important,Training/Test,1052.1164604671835,21.49,True
Linear regression,Important,Incremental Drift,Large,Important,Test,985.9621109856388,19.87,True
Linear regression,Important,Incremental Drift,Large,Medium,Training,46.83842365127539,3.96,False
Linear regression,Important,Incremental Drift,Large,Medium,Training/Test,48.01916502331383,3.98,False
Linear regression,Important,Incremental Drift,Large,Medium,Test,118.18108261920412,5.49,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training,21.405966766443257,2.83,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training/Test,22.20846847827796,2.79,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Test,93.7034018617884,6.09,False
Linear regression,Important,No Drift,No Drift,No Drift,No Drift,19.439039165986536,2.82,False
Linear regression,Important,Sudden Shock,Small,Important,3 days,19.6640450717748,2.83,True
Linear regression,Important,Sudden Shock,Large,Important,3 days,40.243019431096734,3.19,True
Linear regression,Important,Sudden Shock,Small,Important,7 days,21.054365445659915,2.92,True
Linear regression,Important,Sudden Shock,Large,Important,7 days,46.18790146772583,3.36,True
Linear regression,Medium,Sudden Drift,Small,Important,Training,21.40643239523811,2.77,False
Linear regression,Medium,Sudden Drift,Small,Important,Training/Test,23.867888556405983,2.91,False
Linear regression,Medium,Sudden Drift,Small,Important,Test,100.61979089090944,6.69,False
Linear regression,Medium,Sudden Drift,Small,Medium,Training,24.605402213501364,2.92,True
Linear regression,Medium,Sudden Drift,Small,Medium,Training/Test,43.03821362699641,4.0,True
Linear regression,Medium,Sudden Drift,Small,Medium,Test,54.28880878652576,4.51,True
Linear regression,Medium,Sudden Drift,Small,Unimportant,Training,21.392018618215182,2.93,False
Linear regression,Medium,Sudden Drift,Small,Unimportant,Training/Test,18.103351100752107,2.7,False
Linear regression,Medium,Sudden Drift,Small,Unimportant,Test,29.40940201892574,3.27,False
Linear regression,Medium,Sudden Drift,Large,Important,Training,27.677761405159885,2.64,False
Linear regression,Medium,Sudden Drift,Large,Important,Training/Test,39.02992283361726,3.13,False
Linear regression,Medium,Sudden Drift,Large,Important,Test,1130.079219458621,22.3,False
Linear regression,Medium,Sudden Drift,Large,Medium,Training,150.5192712637811,7.02,True
Linear regression,Medium,Sudden Drift,Large,Medium,Training/Test,437.9024982659596,10.88,True
Linear regression,Medium,Sudden Drift,Large,Medium,Test,641.7191869128853,13.63,True
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training,22.93925550268937,2.94,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training/Test,20.453174458276507,2.69,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Test,227.24032774666844,10.24,False
Linear regression,Medium,Incremental Drift,Small,Important,Training,21.31251182610161,2.76,False
Linear regression,Medium,Incremental Drift,Small,Important,Training/Test,30.073430780183955,3.32,False
Linear regression,Medium,Incremental Drift,Small,Important,Test,82.48104925082652,5.81,False
Linear regression,Medium,Incremental Drift,Small,Medium,Training,23.81634115914113,2.88,True
Linear regression,Medium,Incremental Drift,Small,Medium,Training/Test,49.09928848235914,4.28,True
Linear regression,Medium,Incremental Drift,Small,Medium,Test,47.12253746954768,4.1,True
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training,21.02923322780461,2.91,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training/Test,18.45106997853553,2.73,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Test,28.305584180570584,3.17,False
Linear regression,Medium,Incremental Drift,Large,Important,Training,27.423691870051467,2.62,False
Linear regression,Medium,Incremental Drift,Large,Important,Training/Test,41.205008081100274,3.26,False
Linear regression,Medium,Incremental Drift,Large,Important,Test,845.2804528271262,18.15,False
Linear regression,Medium,Incremental Drift,Large,Medium,Training,134.93569862823546,6.72,True
Linear regression,Medium,Incremental Drift,Large,Medium,Training/Test,555.8335999299246,12.5,True
Linear regression,Medium,Incremental Drift,Large,Medium,Test,507.1721908183494,11.56,True
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training,22.315880993911392,2.89,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training/Test,21.15486164226639,2.72,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Test,179.1721576193955,8.54,False
Linear regression,Medium,No Drift,No Drift,No Drift,No Drift,20.47042160300929,2.89,False
Linear regression,Medium,Sudden Shock,Small,Important,3 days,19.4937566714396,2.81,False
Linear regression,Medium,Sudden Shock,Large,Important,3 days,19.78388973110452,2.83,False
Linear regression,Medium,Sudden Shock,Small,Important,7 days,19.948401973553672,2.85,False
Linear regression,Medium,Sudden Shock,Large,Important,7 days,19.485099493718653,2.82,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training,21.32180783232474,2.77,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training/Test,22.078037565479583,2.8,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Test,53.78696053862756,4.57,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training,22.09234877104064,2.89,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training/Test,18.110418626336365,2.61,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Test,19.841383343227232,2.7,False
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training,18.819548461954167,2.74,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,20.617596925598605,2.87,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Test,21.24983013747105,2.91,True
Linear regression,Unimportant,Sudden Drift,Large,Important,Training,26.752067331480337,2.59,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Training/Test,35.79957702658035,2.99,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Test,857.1446513309622,19.0,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training,42.78442879777862,3.76,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training/Test,43.61835064078342,3.8,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Test,67.89128624211023,4.68,False
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training,27.428598299663093,3.05,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,47.45258170440817,4.21,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Test,62.73540300368557,4.96,True
Linear regression,Unimportant,Incremental Drift,Small,Important,Training,21.36798127144854,2.76,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Training/Test,26.62487372779684,3.09,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Test,52.27306674990765,4.49,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training,22.45683270883343,2.93,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training/Test,19.389786583973205,2.69,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Test,20.092442660219977,2.75,False
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training,19.07985288452393,2.76,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,21.28798980274064,2.92,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Test,21.628048894461948,2.94,True
Linear regression,Unimportant,Incremental Drift,Large,Important,Training,26.18866445503541,2.56,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Training/Test,41.13425552316408,3.25,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Test,556.9821384323668,14.34,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training,44.04549858638734,3.8,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training/Test,52.111958846750696,4.19,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Test,98.63566548943088,5.06,False
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training,26.86435012435096,3.01,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,56.00536086786173,4.61,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Test,52.76486295579559,4.4,True
Linear regression,Unimportant,No Drift,No Drift,No Drift,No Drift,19.670665686327883,2.84,False
Linear regression,Unimportant,Sudden Shock,Small,Important,3 days,19.41445438179096,2.81,False
Linear regression,Unimportant,Sudden Shock,Large,Important,3 days,19.436350552255497,2.82,False
Linear regression,Unimportant,Sudden Shock,Small,Important,7 days,18.941066988993004,2.79,False
Linear regression,Unimportant,Sudden Shock,Large,Important,7 days,19.61593474249267,2.82,False
Linear regression,None,Sudden Drift,Small,Important,Training,27.27614474953372,2.57,False
Linear regression,None,Sudden Drift,Small,Important,Training/Test,26.918252615376243,2.55,False
Linear regression,None,Sudden Drift,Small,Important,Test,26.76854939241461,2.55,False
Linear regression,None,Sudden Drift,Small,Medium,Training,25.21161259302168,2.63,False
Linear regression,None,Sudden Drift,Small,Medium,Training/Test,25.01254032901752,2.61,False
Linear regression,None,Sudden Drift,Small,Medium,Test,41.74291346771853,3.42,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training,25.623313702092272,2.64,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training/Test,25.073228919905333,2.6,False
Linear regression,None,Sudden Drift,Small,Unimportant,Test,49.6925685782425,3.69,False
Linear regression,None,Sudden Drift,Large,Important,Training,35.13827816260566,2.36,False
Linear regression,None,Sudden Drift,Large,Important,Training/Test,39.48728589473305,2.49,False
Linear regression,None,Sudden Drift,Large,Important,Test,39.73359306207594,2.51,False
Linear regression,None,Sudden Drift,Large,Medium,Training,26.71756612263141,2.55,False
Linear regression,None,Sudden Drift,Large,Medium,Training/Test,26.79752428603079,2.55,False
Linear regression,None,Sudden Drift,Large,Medium,Test,181.9478509742554,7.82,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training,27.67385803635564,2.53,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training/Test,29.53859482794384,2.59,False
Linear regression,None,Sudden Drift,Large,Unimportant,Test,315.0072992152945,9.54,False
Linear regression,None,Incremental Drift,Small,Important,Training,26.92462172209588,2.55,False
Linear regression,None,Incremental Drift,Small,Important,Training/Test,27.45483496842848,2.58,False
Linear regression,None,Incremental Drift,Small,Important,Test,38.94922911134523,3.16,False
Linear regression,None,Incremental Drift,Small,Medium,Training,25.547720578782965,2.64,False
Linear regression,None,Incremental Drift,Small,Medium,Training/Test,25.41969408947736,2.64,False
Linear regression,None,Incremental Drift,Small,Medium,Test,38.29751746291469,3.29,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training,25.22860953863821,2.61,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training/Test,27.259012590354704,2.7,False
Linear regression,None,Incremental Drift,Small,Unimportant,Test,41.32810348598604,3.39,False
Linear regression,None,Incremental Drift,Large,Important,Training,36.05227538871922,2.4,False
Linear regression,None,Incremental Drift,Large,Important,Training/Test,39.34991580912682,2.53,False
Linear regression,None,Incremental Drift,Large,Important,Test,118.14376824024892,4.79,False
Linear regression,None,Incremental Drift,Large,Medium,Training,27.01996845747292,2.56,False
Linear regression,None,Incremental Drift,Large,Medium,Training/Test,26.99586164320043,2.57,False
Linear regression,None,Incremental Drift,Large,Medium,Test,286.70642029982446,9.97,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training,27.45206969690945,2.51,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training/Test,30.69600661120287,2.66,False
Linear regression,None,Incremental Drift,Large,Unimportant,Test,396.2675639490704,10.15,False
Linear regression,None,No Drift,No Drift,No Drift,No Drift,24.949710153098888,2.66,False
Linear regression,None,Sudden Shock,Small,Important,3 days,24.95577911863567,2.66,False
Linear regression,None,Sudden Shock,Large,Important,3 days,25.03936252880992,2.65,False
Linear regression,None,Sudden Shock,Small,Important,7 days,25.013534233075816,2.67,False
Linear regression,None,Sudden Shock,Large,Important,7 days,24.703004355296777,2.64,False
Linear regression,Important,Sudden Drift,Small,Important,Training,81.56117131150597,4.52,True
Linear regression,Important,Sudden Drift,Small,Important,Training/Test,124.87043613199988,6.17,True
Linear regression,Important,Sudden Drift,Small,Important,Test,191.4611565314581,8.01,True
Linear regression,Important,Sudden Drift,Small,Medium,Training,25.95268950785198,2.66,False
Linear regression,Important,Sudden Drift,Small,Medium,Training/Test,25.535997819659176,2.64,False
Linear regression,Important,Sudden Drift,Small,Medium,Test,27.83587838763233,2.75,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training,26.198214055120182,2.66,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training/Test,25.057111016908028,2.59,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Test,43.55772489038822,3.41,False
Linear regression,Important,Sudden Drift,Large,Important,Training,907.0664097840826,13.16,True
Linear regression,Important,Sudden Drift,Large,Important,Training/Test,1475.0749025932705,20.59,True
Linear regression,Important,Sudden Drift,Large,Important,Test,2513.748547567734,27.81,True
Linear regression,Important,Sudden Drift,Large,Medium,Training,27.25098823899833,2.57,False
Linear regression,Important,Sudden Drift,Large,Medium,Training/Test,26.93206575370489,2.55,False
Linear regression,Important,Sudden Drift,Large,Medium,Test,262.62821505147303,9.71,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Training,27.82320159680096,2.53,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Training/Test,30.493013341570485,2.62,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Test,530.9237397468539,12.39,False
Linear regression,Important,Incremental Drift,Small,Important,Training,76.99229789877853,4.38,True
Linear regression,Important,Incremental Drift,Small,Important,Training/Test,165.98048939863963,7.38,True
Linear regression,Important,Incremental Drift,Small,Important,Test,153.5455116660714,6.99,True
Linear regression,Important,Incremental Drift,Small,Medium,Training,25.797833566241565,2.65,False
Linear regression,Important,Incremental Drift,Small,Medium,Training/Test,25.63495256157408,2.64,False
Linear regression,Important,Incremental Drift,Small,Medium,Test,27.283779019575537,2.73,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training,25.8967912735744,2.65,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training/Test,27.297724469621283,2.69,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Test,37.885929668721104,3.21,False
Linear regression,Important,Incremental Drift,Large,Important,Training,854.0953989026851,12.73,True
Linear regression,Important,Incremental Drift,Large,Important,Training/Test,2108.10231770064,25.27,True
Linear regression,Important,Incremental Drift,Large,Important,Test,1966.0197665335304,23.42,True
Linear regression,Important,Incremental Drift,Large,Medium,Training,27.43731209092425,2.58,False
Linear regression,Important,Incremental Drift,Large,Medium,Training/Test,26.82341598511755,2.55,False
Linear regression,Important,Incremental Drift,Large,Medium,Test,180.4664861443436,7.69,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training,27.64356165029698,2.51,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training/Test,34.79059221854008,2.83,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Test,296.6070816524977,8.8,False
Linear regression,Important,No Drift,No Drift,No Drift,No Drift,25.906395942512013,2.72,False
Linear regression,Important,Sudden Shock,Small,Important,3 days,28.121219340902105,2.79,True
Linear regression,Important,Sudden Shock,Large,Important,3 days,78.31947949546954,3.41,True
Linear regression,Important,Sudden Shock,Small,Important,7 days,30.31857957040572,2.87,True
Linear regression,Important,Sudden Shock,Large,Important,7 days,89.07085963660951,3.55,True
Linear regression,Medium,Sudden Drift,Small,Important,Training,26.87621446480476,2.55,False
Linear regression,Medium,Sudden Drift,Small,Important,Training/Test,26.45609762848528,2.53,False
Linear regression,Medium,Sudden Drift,Small,Important,Test,35.24673969406947,2.91,False
Linear regression,Medium,Sudden Drift,Small,Medium,Training,28.091595745767435,2.76,True
Linear regression,Medium,Sudden Drift,Small,Medium,Training/Test,31.69278712718213,2.94,True
Linear regression,Medium,Sudden Drift,Small,Medium,Test,35.97474420966648,3.16,True
Linear regression,Medium,Sudden Drift,Small,Unimportant,Training,25.22138936637729,2.61,False
Linear regression,Medium,Sudden Drift,Small,Unimportant,Training/Test,25.06163945829022,2.61,False
Linear regression,Medium,Sudden Drift,Small,Unimportant,Test,46.82882977453212,3.57,False
Linear regression,Medium,Sudden Drift,Large,Important,Training,35.131525230593795,2.37,False
Linear regression,Medium,Sudden Drift,Large,Important,Training/Test,38.83956703108263,2.47,False
Linear regression,Medium,Sudden Drift,Large,Important,Test,148.74706408224696,5.33,False
Linear regression,Medium,Sudden Drift,Large,Medium,Training,78.6217250989206,4.48,True
Linear regression,Medium,Sudden Drift,Large,Medium,Training/Test,116.011871049286,5.93,True
Linear regression,Medium,Sudden Drift,Large,Medium,Test,178.54900726667833,7.74,True
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training,27.23680980818837,2.51,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training/Test,30.95351340509465,2.64,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Test,442.5470896987036,11.34,False
Linear regression,Medium,Incremental Drift,Small,Important,Training,26.8104064033723,2.55,False
Linear regression,Medium,Incremental Drift,Small,Important,Training/Test,27.41061308238596,2.58,False
Linear regression,Medium,Incremental Drift,Small,Important,Test,31.19887861655945,2.8,False
Linear regression,Medium,Incremental Drift,Small,Medium,Training,27.860420508517183,2.75,True
Linear regression,Medium,Incremental Drift,Small,Medium,Training/Test,33.66933949407734,3.04,True
Linear regression,Medium,Incremental Drift,Small,Medium,Test,32.52381240007855,3.02,True
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training,25.170497377523304,2.61,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training/Test,26.39289311250681,2.66,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Test,39.669458904998336,3.31,False
Linear regression,Medium,Incremental Drift,Large,Important,Training,35.308820407313114,2.36,False
Linear regression,Medium,Incremental Drift,Large,Important,Training/Test,39.27248348026498,2.53,False
Linear regression,Medium,Incremental Drift,Large,Important,Test,38.36261270287474,2.59,False
Linear regression,Medium,Incremental Drift,Large,Medium,Training,74.92309179785613,4.35,True
Linear regression,Medium,Incremental Drift,Large,Medium,Training/Test,152.95744295082912,7.06,True
Linear regression,Medium,Incremental Drift,Large,Medium,Test,134.92573016400985,6.51,True
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training,27.33177240051086,2.51,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training/Test,30.19983935576996,2.64,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Test,263.4505294432851,8.27,False
Linear regression,Medium,No Drift,No Drift,No Drift,No Drift,25.268742639726803,2.68,False
Linear regression,Medium,Sudden Shock,Small,Important,3 days,25.309755156603018,2.67,False
Linear regression,Medium,Sudden Shock,Large,Important,3 days,25.675332713181227,2.69,False
Linear regression,Medium,Sudden Shock,Small,Important,7 days,25.033759103397323,2.66,False
Linear regression,Medium,Sudden Shock,Large,Important,7 days,25.19218370194553,2.66,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training,27.506828706197027,2.59,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training/Test,26.68881906518888,2.55,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Test,30.80783488633325,2.73,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training,25.53788951821072,2.65,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training/Test,25.187658002701937,2.63,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Test,46.71273852537584,3.65,False
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training,28.9849868371697,2.78,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,35.275809711578425,3.1,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Test,41.76411890005406,3.4,True
Linear regression,Unimportant,Sudden Drift,Large,Important,Training,35.25044557693358,2.37,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Training/Test,38.26723252118495,2.44,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Test,45.80747697921248,2.72,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training,26.64978744781154,2.55,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training/Test,26.627579014102817,2.55,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Test,285.46201305210724,10.21,False
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training,114.4107393556768,5.4,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,186.6359076136991,7.64,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Test,299.0513866443732,10.12,True
Linear regression,Unimportant,Incremental Drift,Small,Important,Training,27.196713405221644,2.58,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Training/Test,26.93970153055261,2.55,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Test,28.59629844198186,2.68,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training,25.36574218260143,2.64,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training/Test,24.867646311184707,2.62,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Test,41.45336838189842,3.45,False
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training,29.40502179722153,2.8,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,39.28800357064042,3.29,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Test,38.68454861772981,3.29,True
Linear regression,Unimportant,Incremental Drift,Large,Important,Training,35.77614857822644,2.38,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Training/Test,40.97931865286222,2.59,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Test,92.28576255193138,4.15,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training,26.7060751280476,2.56,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training/Test,26.0395885636988,2.52,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Test,243.635727513534,9.1,False
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training,112.06938069920216,5.32,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,256.7123788147229,9.26,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Test,227.6823503233828,8.46,True
Linear regression,Unimportant,No Drift,No Drift,No Drift,No Drift,25.15744739080067,2.69,False
Linear regression,Unimportant,Sudden Shock,Small,Important,3 days,25.671170797376643,2.71,False
Linear regression,Unimportant,Sudden Shock,Large,Important,3 days,25.064031030925044,2.67,False
Linear regression,Unimportant,Sudden Shock,Small,Important,7 days,25.31366344649691,2.69,False
Linear regression,Unimportant,Sudden Shock,Large,Important,7 days,25.07482585767286,2.66,False
Linear regression,None,Sudden Drift,Small,Important,Training,20.80768849348741,3.15,False
Linear regression,None,Sudden Drift,Small,Important,Training/Test,23.014792131228337,3.3,False
Linear regression,None,Sudden Drift,Small,Important,Test,39.35282695880388,3.96,False
Linear regression,None,Sudden Drift,Small,Medium,Training,18.63647652641373,3.07,False
Linear regression,None,Sudden Drift,Small,Medium,Training/Test,22.864410540535943,3.58,False
Linear regression,None,Sudden Drift,Small,Medium,Test,33.32847658717426,4.48,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training,20.111074051962643,3.34,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training/Test,19.18593955876792,3.15,False
Linear regression,None,Sudden Drift,Small,Unimportant,Test,61.21200474557402,6.33,False
Linear regression,None,Sudden Drift,Large,Important,Training,25.7200654513295,2.83,False
Linear regression,None,Sudden Drift,Large,Important,Training/Test,42.18916396791288,3.6,False
Linear regression,None,Sudden Drift,Large,Important,Test,483.5817037882668,15.09,False
Linear regression,None,Sudden Drift,Large,Medium,Training,20.52677662795893,2.93,False
Linear regression,None,Sudden Drift,Large,Medium,Training/Test,42.7418793017424,4.75,False
Linear regression,None,Sudden Drift,Large,Medium,Test,217.51120311479056,11.36,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training,20.877555778338944,3.25,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training/Test,21.337835564642145,3.17,False
Linear regression,None,Sudden Drift,Large,Unimportant,Test,640.9131594307697,25.02,False
Linear regression,None,Incremental Drift,Small,Important,Training,20.221226840585675,3.11,False
Linear regression,None,Incremental Drift,Small,Important,Training/Test,24.23129012134551,3.43,False
Linear regression,None,Incremental Drift,Small,Important,Test,38.264378782232576,3.91,False
Linear regression,None,Incremental Drift,Small,Medium,Training,18.758324558495,3.04,False
Linear regression,None,Incremental Drift,Small,Medium,Training/Test,31.97207476935058,4.35,False
Linear regression,None,Incremental Drift,Small,Medium,Test,27.00803436993576,3.94,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training,20.620861751421465,3.39,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training/Test,39.15539646579742,4.65,False
Linear regression,None,Incremental Drift,Small,Unimportant,Test,45.18961571235991,5.08,False
Linear regression,None,Incremental Drift,Large,Important,Training,26.221961114590897,2.87,False
Linear regression,None,Incremental Drift,Large,Important,Training/Test,48.02919732591594,3.97,False
Linear regression,None,Incremental Drift,Large,Important,Test,371.91382283086864,12.54,False
Linear regression,None,Incremental Drift,Large,Medium,Training,21.7662495763386,2.97,False
Linear regression,None,Incremental Drift,Large,Medium,Training/Test,58.12709936471949,5.81,False
Linear regression,None,Incremental Drift,Large,Medium,Test,134.1469628300495,8.69,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training,22.04035852621584,3.37,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training/Test,21.35509279013664,3.1,False
Linear regression,None,Incremental Drift,Large,Unimportant,Test,549.0853036066877,21.61,False
Linear regression,None,No Drift,No Drift,No Drift,No Drift,19.684618490137098,3.27,False
Linear regression,None,Sudden Shock,Small,Important,3 days,19.41709358629117,3.23,False
Linear regression,None,Sudden Shock,Large,Important,3 days,18.622609778555795,3.16,False
Linear regression,None,Sudden Shock,Small,Important,7 days,18.89503324996222,3.2,False
Linear regression,None,Sudden Shock,Large,Important,7 days,19.652799021383792,3.25,False
Linear regression,Important,Sudden Drift,Small,Important,Training,53.615216066224114,5.47,True
Linear regression,Important,Sudden Drift,Small,Important,Training/Test,61.42444981092264,5.44,True
Linear regression,Important,Sudden Drift,Small,Important,Test,96.89107731494023,7.35,True
Linear regression,Important,Sudden Drift,Small,Medium,Training,18.699808245817263,3.07,False
Linear regression,Important,Sudden Drift,Small,Medium,Training/Test,23.0120647558485,3.59,False
Linear regression,Important,Sudden Drift,Small,Medium,Test,31.618524437456163,4.37,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training,19.693437563332,3.3,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training/Test,19.10479276178873,3.19,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Test,49.43058833387029,5.47,False
Linear regression,Important,Sudden Drift,Large,Important,Training,514.6118307809057,13.83,True
Linear regression,Important,Sudden Drift,Large,Important,Training/Test,764.3280521500715,20.06,True
Linear regression,Important,Sudden Drift,Large,Important,Test,1319.6566966963617,27.62,True
