Algorithm,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,Switched,MSE,SMAPE,Dropped drifting
Ensemble,Unimportant,Sudden Drift,Large,Medium,Test,True,239.63041386819967,6.27,False
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training,False,37.96432652046948,3.17,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,False,84.27885340935143,4.45,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Test,True,78.12048331021154,4.29,True
Ensemble,Unimportant,Incremental Drift,Small,Important,Training,False,29.367307077711583,2.74,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Training/Test,True,43.43036115348453,3.37,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Test,True,48.94994541612627,3.41,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training,False,35.92093784907248,3.09,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training/Test,True,39.62250280515568,3.2,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Test,True,32.06786444985217,2.84,False
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training,False,17.00182885319431,2.2,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,False,22.96133697560031,2.48,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Test,False,24.80155613207161,2.55,True
Ensemble,Unimportant,Incremental Drift,Large,Important,Training,False,240.40379238263344,7.26,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Training/Test,True,333.88735275168744,7.43,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Test,True,404.02396123629023,8.0,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training,False,195.89806932362333,6.66,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training/Test,True,300.2069166321721,7.31,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Test,True,90.58399042276264,4.26,False
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training,False,35.335425354389045,3.1,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,True,78.01493538890543,4.29,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Test,True,60.093407678536735,3.66,True
Ensemble,Unimportant,No Drift,No Drift,No Drift,No Drift,False,17.253251942085328,2.22,False
Ensemble,Unimportant,Sudden Shock,Small,Important,3 days,False,19.565834088107064,2.38,False
Ensemble,Unimportant,Sudden Shock,Large,Important,3 days,False,42.86443626004275,2.59,False
Ensemble,Unimportant,Sudden Shock,Small,Important,7 days,False,17.374839468255416,2.2,False
Ensemble,Unimportant,Sudden Shock,Large,Important,7 days,False,34.22320538660054,2.47,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training,False,29.924655535645147,3.09,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training/Test,False,47.9569509955163,3.51,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Test,False,134.61377437876962,5.81,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training,False,27.905778675299057,3.05,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training/Test,False,35.11023334805876,3.31,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Test,False,52.550161462761984,3.96,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training,False,16.357572013036734,2.31,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training/Test,False,16.17636321912155,2.33,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Test,False,20.04310623841952,2.55,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training,False,202.45867105992855,7.39,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training/Test,False,94.84571422211953,4.39,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Test,False,1744.9468014479608,19.92,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training,False,108.04452692724728,5.62,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training/Test,False,207.75674149685577,7.38,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Test,False,544.0725600111126,13.54,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training,False,24.12911181733576,2.77,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training/Test,False,27.786989116810112,2.99,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Test,False,61.75640461898947,4.9,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training,False,31.29005076556102,3.19,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training/Test,False,94.07866648074756,4.78,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Test,False,111.84756031007198,5.21,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training,False,20.428888078258687,2.59,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training/Test,False,41.41134906414249,3.5,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Test,False,46.198956600887456,3.68,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training,False,16.679686383088264,2.34,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training/Test,False,15.913066017240212,2.33,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Test,False,19.651713966009847,2.54,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training,False,267.6204957223888,8.56,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training/Test,False,1110.910796021767,15.29,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Test,False,1379.9118616072049,16.79,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training,False,120.40991581170576,5.9,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training/Test,False,346.93642201216363,10.05,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Test,False,434.5940377651207,11.33,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training,False,23.281840034516385,2.73,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training/Test,False,34.63923279769123,3.46,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Test,False,52.032291232469255,4.35,False
Gradient boosted decision tree,None,No Drift,No Drift,No Drift,No Drift,False,16.21166438086903,2.4,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,3 days,False,17.180431907715967,2.38,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,3 days,False,42.563540394683,2.62,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,7 days,False,17.217885559911004,2.37,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,7 days,False,39.61220842035226,2.7,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training,False,36.27472056433502,3.53,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training/Test,False,72.7153547146907,4.24,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Test,False,127.29757885429603,5.77,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training,False,23.01185276704871,2.74,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training/Test,False,31.36745996017416,3.19,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Test,False,41.27344962474669,3.53,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training,False,15.003354162421896,2.24,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training/Test,False,15.214824106127898,2.18,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Test,False,17.43210081245574,2.34,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training,False,215.180991420607,7.75,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training/Test,False,86.90661526380866,4.33,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Test,False,1727.08248655531,20.18,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training,False,108.16374170098683,5.66,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training/Test,False,124.81917509516391,5.68,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Test,False,500.5484380705761,13.02,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training,False,19.210142613743304,2.47,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training/Test,False,26.96996699587083,2.92,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Test,False,58.509047330034775,4.68,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training,False,34.829899342671325,3.44,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training/Test,False,100.33614455057062,4.97,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Test,False,106.06146702129612,5.12,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training,False,24.19895965703134,2.86,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training/Test,False,38.11407055358927,3.33,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Test,False,37.007885099600976,3.33,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training,False,16.253519767174733,2.35,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training/Test,False,16.250887765618646,2.27,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Test,False,17.425439379310536,2.35,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training,False,237.6840495505892,8.12,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training/Test,False,1086.0908894581942,14.94,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Test,False,1364.703757771833,16.97,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training,False,106.04791197967144,5.54,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training/Test,False,337.8458985609963,9.9,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Test,False,398.9331767504605,10.89,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training,False,23.67417703907028,2.79,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training/Test,False,37.64687515618292,3.61,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Test,False,49.2554474075789,4.17,False
Gradient boosted decision tree,Important,No Drift,No Drift,No Drift,No Drift,False,15.11914630525886,2.29,False
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,3 days,False,16.827455601371064,2.35,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,3 days,False,130.74733252640877,4.04,True
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,7 days,False,16.575638541190834,2.32,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,7 days,False,140.33153379039098,4.22,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training,False,29.464649952616067,3.08,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training/Test,False,60.9127474580276,3.91,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Test,False,112.63105903576792,5.32,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training,False,24.55392927247729,2.83,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training/Test,False,35.7054678452708,3.27,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Test,False,47.54266113195277,3.78,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training,False,16.41303325583561,2.36,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,14.914344859061828,2.24,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Test,False,19.212492634967692,2.47,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training,False,214.08337031760536,7.57,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training/Test,False,78.70827524399257,4.07,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Test,False,1651.5409812049083,19.42,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training,False,101.7638951324706,5.47,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training/Test,False,146.61568608383132,6.56,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Test,False,543.9047344965591,13.98,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training,False,23.71288084489621,2.77,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training/Test,False,31.37982002247047,3.22,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Test,False,59.693902680321706,4.81,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training,False,32.62497001760124,3.24,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training/Test,False,99.24149203139194,4.97,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Test,False,94.04148913494166,4.76,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training,False,21.84399910241122,2.67,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training/Test,False,42.803679191393705,3.56,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Test,False,41.55065336504794,3.47,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training,False,17.481948098502322,2.47,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training/Test,False,14.288258407351025,2.19,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Test,False,18.927302878265387,2.45,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training,False,236.06538419818736,8.02,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training/Test,False,1091.668062156608,14.96,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Test,False,1305.4401031563584,16.32,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training,False,129.3266213117142,6.13,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training/Test,False,361.2860589870436,10.87,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Test,False,432.0925719388397,11.69,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training,False,22.85641069876135,2.73,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training/Test,False,31.65107857573708,3.28,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Test,False,50.69980302976596,4.28,False
Gradient boosted decision tree,Medium,No Drift,No Drift,No Drift,No Drift,False,15.180756230708532,2.29,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,3 days,False,15.84900003311442,2.35,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,3 days,False,39.03851394305064,2.59,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,7 days,False,17.279493238817004,2.39,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,7 days,False,36.29079272536688,2.63,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Training,False,32.142429342155,3.15,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Training/Test,False,78.66602207360866,4.35,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Important,Test,False,136.92591693056733,5.84,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Training,False,23.40691517672925,2.76,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Training/Test,False,32.95029402412797,3.26,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Medium,Test,False,50.78722909599656,3.88,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Training,False,16.111578169734734,2.37,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,False,14.78481687017185,2.18,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Small,Unimportant,Test,False,15.88364357264382,2.27,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Training,False,190.63274460670607,7.09,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Training/Test,False,92.27374607211,4.27,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Important,Test,False,1758.0232195972765,20.22,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Training,False,106.91466454994789,5.55,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Training/Test,False,149.7277239402964,6.28,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Medium,Test,False,507.20632503543607,12.59,False
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Training,False,24.8595709789713,2.85,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,False,29.040580095209915,3.09,True
Gradient boosted decision tree,Unimportant,Sudden Drift,Large,Unimportant,Test,False,54.47246571448591,4.55,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Training,False,30.061456590676663,3.09,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Training/Test,False,98.83804689616792,4.95,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Important,Test,False,113.85101616070676,5.2,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Training,False,21.418651520717223,2.6,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Training/Test,False,40.29335709495842,3.45,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Medium,Test,False,44.676272093779616,3.59,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Training,False,14.96551628867021,2.23,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,False,13.589075655893566,2.13,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Small,Unimportant,Test,False,15.771575884024086,2.27,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Training,False,234.58051538294347,7.91,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Training/Test,False,970.5375160953848,14.36,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Important,Test,False,1390.5285144067575,17.04,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Training,False,109.56712457490065,5.71,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Training/Test,False,356.2498074091207,10.02,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Medium,Test,False,409.1419271372319,10.61,False
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Training,False,21.62719091406209,2.63,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,False,39.486627648884685,3.73,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Test,False,45.2898572948212,4.01,True
Gradient boosted decision tree,Unimportant,No Drift,No Drift,No Drift,No Drift,False,16.205160968430317,2.34,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,3 days,False,16.935162684972187,2.36,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,3 days,False,44.92439787061552,2.65,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,7 days,False,17.028352251917887,2.34,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,7 days,False,39.50538135772322,2.67,False
Ensemble,None,Sudden Drift,Small,Important,Training,False,29.924655535645147,3.09,False
Ensemble,None,Sudden Drift,Small,Important,Training/Test,False,47.9569509955163,3.51,False
Ensemble,None,Sudden Drift,Small,Important,Test,True,74.19929616498742,4.7,False
Ensemble,None,Sudden Drift,Small,Medium,Training,False,27.905778675299057,3.05,False
Ensemble,None,Sudden Drift,Small,Medium,Training/Test,False,35.11023334805876,3.31,False
Ensemble,None,Sudden Drift,Small,Medium,Test,False,52.550161462761984,3.96,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training,False,16.357572013036734,2.31,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training/Test,False,16.17636321912155,2.33,False
Ensemble,None,Sudden Drift,Small,Unimportant,Test,False,20.04310623841952,2.55,False
Ensemble,None,Sudden Drift,Large,Important,Training,False,202.45867105992855,7.39,False
Ensemble,None,Sudden Drift,Large,Important,Training/Test,False,94.84571422211953,4.39,False
Ensemble,None,Sudden Drift,Large,Important,Test,True,311.9398429399054,6.32,False
Ensemble,None,Sudden Drift,Large,Medium,Training,False,108.04452692724728,5.62,False
Ensemble,None,Sudden Drift,Large,Medium,Training/Test,False,207.75674149685577,7.38,False
Ensemble,None,Sudden Drift,Large,Medium,Test,True,134.6752660675389,5.59,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training,False,24.12911181733576,2.77,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training/Test,False,27.786989116810112,2.99,False
Ensemble,None,Sudden Drift,Large,Unimportant,Test,True,42.10265118871383,3.64,False
Ensemble,None,Incremental Drift,Small,Important,Training,False,31.29005076556102,3.19,False
Ensemble,None,Incremental Drift,Small,Important,Training/Test,True,74.54177242364179,4.72,False
Ensemble,None,Incremental Drift,Small,Important,Test,True,71.69846291120415,4.5,False
Ensemble,None,Incremental Drift,Small,Medium,Training,False,20.428888078258687,2.59,False
Ensemble,None,Incremental Drift,Small,Medium,Training/Test,False,41.41134906414249,3.5,False
Ensemble,None,Incremental Drift,Small,Medium,Test,True,43.9492251532957,3.74,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training,False,16.679686383088264,2.34,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training/Test,False,15.913066017240212,2.33,False
Ensemble,None,Incremental Drift,Small,Unimportant,Test,False,19.651713966009847,2.54,False
Ensemble,None,Incremental Drift,Large,Important,Training,False,267.6204957223888,8.56,False
Ensemble,None,Incremental Drift,Large,Important,Training/Test,True,421.8171370349133,8.25,False
Ensemble,None,Incremental Drift,Large,Important,Test,True,107.06059284733364,4.61,False
Ensemble,None,Incremental Drift,Large,Medium,Training,False,120.40991581170576,5.9,False
Ensemble,None,Incremental Drift,Large,Medium,Training/Test,True,146.77243120365443,5.95,False
Ensemble,None,Incremental Drift,Large,Medium,Test,True,186.12431468272968,6.64,False
Ensemble,None,Incremental Drift,Large,Unimportant,Training,False,23.281840034516385,2.73,False
Ensemble,None,Incremental Drift,Large,Unimportant,Training/Test,True,35.38155237638214,3.33,False
Ensemble,None,Incremental Drift,Large,Unimportant,Test,True,38.81765166091294,3.49,False
Ensemble,None,No Drift,No Drift,No Drift,No Drift,False,16.21166438086903,2.4,False
Ensemble,None,Sudden Shock,Small,Important,3 days,False,17.180431907715967,2.38,False
Ensemble,None,Sudden Shock,Large,Important,3 days,False,42.563540394683,2.62,False
Ensemble,None,Sudden Shock,Small,Important,7 days,False,17.217885559911004,2.37,False
Ensemble,None,Sudden Shock,Large,Important,7 days,False,39.61220842035226,2.7,False
Ensemble,Important,Sudden Drift,Small,Important,Training,False,36.27472056433502,3.53,True
Ensemble,Important,Sudden Drift,Small,Important,Training/Test,False,72.7153547146907,4.24,True
Ensemble,Important,Sudden Drift,Small,Important,Test,True,108.12060695519548,5.85,True
Ensemble,Important,Sudden Drift,Small,Medium,Training,False,23.01185276704871,2.74,False
Ensemble,Important,Sudden Drift,Small,Medium,Training/Test,False,31.36745996017416,3.19,False
Ensemble,Important,Sudden Drift,Small,Medium,Test,False,41.27344962474669,3.53,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Training,False,15.003354162421896,2.24,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Training/Test,False,15.214824106127898,2.18,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Test,False,17.43210081245574,2.34,False
Ensemble,Important,Sudden Drift,Large,Important,Training,False,215.180991420607,7.75,True
Ensemble,Important,Sudden Drift,Large,Important,Training/Test,False,86.90661526380866,4.33,True
Ensemble,Important,Sudden Drift,Large,Important,Test,True,653.2610497657893,11.17,True
Ensemble,Important,Sudden Drift,Large,Medium,Training,False,108.16374170098683,5.66,False
Ensemble,Important,Sudden Drift,Large,Medium,Training/Test,False,124.81917509516391,5.68,False
Ensemble,Important,Sudden Drift,Large,Medium,Test,True,133.7446822912486,5.71,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Training,False,19.210142613743304,2.47,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Training/Test,False,26.96996699587083,2.92,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Test,True,44.18613599168259,3.71,False
Ensemble,Important,Incremental Drift,Small,Important,Training,False,34.829899342671325,3.44,True
Ensemble,Important,Incremental Drift,Small,Important,Training/Test,False,100.33614455057062,4.97,True
Ensemble,Important,Incremental Drift,Small,Important,Test,False,106.06146702129612,5.12,True
Ensemble,Important,Incremental Drift,Small,Medium,Training,False,24.19895965703134,2.86,False
Ensemble,Important,Incremental Drift,Small,Medium,Training/Test,False,38.11407055358927,3.33,False
Ensemble,Important,Incremental Drift,Small,Medium,Test,False,37.007885099600976,3.33,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Training,False,16.253519767174733,2.35,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Training/Test,False,16.250887765618646,2.27,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Test,False,17.425439379310536,2.35,False
Ensemble,Important,Incremental Drift,Large,Important,Training,False,237.6840495505892,8.12,True
Ensemble,Important,Incremental Drift,Large,Important,Training/Test,True,600.0787220636613,11.06,True
Ensemble,Important,Incremental Drift,Large,Important,Test,True,572.4734617359778,10.23,True
Ensemble,Important,Incremental Drift,Large,Medium,Training,False,106.04791197967144,5.54,False
Ensemble,Important,Incremental Drift,Large,Medium,Training/Test,True,153.46400420474214,6.11,False
Ensemble,Important,Incremental Drift,Large,Medium,Test,True,176.171504663988,6.57,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training,False,23.67417703907028,2.79,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training/Test,True,38.17072694269038,3.45,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Test,True,38.14782940258081,3.47,False
Ensemble,Important,No Drift,No Drift,No Drift,No Drift,False,15.11914630525886,2.29,False
Ensemble,Important,Sudden Shock,Small,Important,3 days,False,16.827455601371064,2.35,True
Ensemble,Important,Sudden Shock,Large,Important,3 days,False,130.74733252640877,4.04,True
Ensemble,Important,Sudden Shock,Small,Important,7 days,False,16.575638541190834,2.32,True
Ensemble,Important,Sudden Shock,Large,Important,7 days,False,140.33153379039098,4.22,True
Ensemble,Medium,Sudden Drift,Small,Important,Training,False,29.464649952616067,3.08,False
Ensemble,Medium,Sudden Drift,Small,Important,Training/Test,False,60.9127474580276,3.91,False
Ensemble,Medium,Sudden Drift,Small,Important,Test,True,69.26809218551652,4.55,False
Ensemble,Medium,Sudden Drift,Small,Medium,Training,False,24.55392927247729,2.83,True
Ensemble,Medium,Sudden Drift,Small,Medium,Training/Test,False,35.7054678452708,3.27,True
Ensemble,Medium,Sudden Drift,Small,Medium,Test,True,50.73933455070705,3.98,True
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training,False,16.41303325583561,2.36,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,14.914344859061828,2.24,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Test,False,19.212492634967692,2.47,False
Ensemble,Medium,Sudden Drift,Large,Important,Training,False,214.08337031760536,7.57,False
Ensemble,Medium,Sudden Drift,Large,Important,Training/Test,False,78.70827524399257,4.07,False
Ensemble,Medium,Sudden Drift,Large,Important,Test,True,292.4260966084209,6.14,False
Ensemble,Medium,Sudden Drift,Large,Medium,Training,False,101.7638951324706,5.47,True
Ensemble,Medium,Sudden Drift,Large,Medium,Training/Test,False,146.61568608383132,6.56,True
Ensemble,Medium,Sudden Drift,Large,Medium,Test,True,204.89761194294152,7.15,True
