Algorithm,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,Switched,MSE,SMAPE,Dropped drifting
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,False,29.128482509506185,2.36,True
Gradient boosted decision tree,Unimportant,Incremental Drift,Large,Unimportant,Test,False,32.605043495973334,2.43,True
Gradient boosted decision tree,Unimportant,No Drift,No Drift,No Drift,No Drift,False,16.6136596593101,1.85,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,3 days,False,23.718173390011405,2.15,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,3 days,False,64.87817936907967,2.45,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Small,Important,7 days,False,21.35752823521517,1.99,False
Gradient boosted decision tree,Unimportant,Sudden Shock,Large,Important,7 days,False,70.07420775089327,2.41,False
Ensemble,None,Sudden Drift,Small,Important,Training,False,50.45367520086537,3.15,False
Ensemble,None,Sudden Drift,Small,Important,Training/Test,False,48.256476848131946,3.14,False
Ensemble,None,Sudden Drift,Small,Important,Test,False,99.03764551740208,4.65,False
Ensemble,None,Sudden Drift,Small,Medium,Training,False,27.40910248385037,2.37,False
Ensemble,None,Sudden Drift,Small,Medium,Training/Test,False,22.06143179745842,2.03,False
Ensemble,None,Sudden Drift,Small,Medium,Test,False,35.77848614033194,2.46,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training,False,17.91442951119901,1.93,False
Ensemble,None,Sudden Drift,Small,Unimportant,Training/Test,False,18.17298613103997,1.89,False
Ensemble,None,Sudden Drift,Small,Unimportant,Test,False,19.34248583465071,1.98,False
Ensemble,None,Sudden Drift,Large,Important,Training,False,298.0132980816989,6.69,False
Ensemble,None,Sudden Drift,Large,Important,Training/Test,False,923.1885361837792,12.01,False
Ensemble,None,Sudden Drift,Large,Important,Test,True,331.3461309525065,5.57,False
Ensemble,None,Sudden Drift,Large,Medium,Training,False,116.08268281064085,4.62,False
Ensemble,None,Sudden Drift,Large,Medium,Training/Test,False,202.5481387080989,5.87,False
Ensemble,None,Sudden Drift,Large,Medium,Test,True,101.97757504443608,3.93,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training,False,25.00854675741024,2.29,False
Ensemble,None,Sudden Drift,Large,Unimportant,Training/Test,False,33.40054210635432,2.56,False
Ensemble,None,Sudden Drift,Large,Unimportant,Test,False,41.87780687898277,2.77,False
Ensemble,None,Incremental Drift,Small,Important,Training,False,48.16960727331662,2.94,False
Ensemble,None,Incremental Drift,Small,Important,Training/Test,True,55.5282337579442,3.17,False
Ensemble,None,Incremental Drift,Small,Important,Test,True,58.68116714620776,3.22,False
Ensemble,None,Incremental Drift,Small,Medium,Training,False,28.28459793831928,2.38,False
Ensemble,None,Incremental Drift,Small,Medium,Training/Test,False,34.429767386594825,2.47,False
Ensemble,None,Incremental Drift,Small,Medium,Test,False,33.95860690204537,2.39,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training,False,18.841317894061195,1.98,False
Ensemble,None,Incremental Drift,Small,Unimportant,Training/Test,False,19.711658007159027,1.96,False
Ensemble,None,Incremental Drift,Small,Unimportant,Test,False,19.393591376424983,1.98,False
Ensemble,None,Incremental Drift,Large,Important,Training,False,395.2254118467972,7.73,False
Ensemble,None,Incremental Drift,Large,Important,Training/Test,True,445.1196210725413,7.08,False
Ensemble,None,Incremental Drift,Large,Important,Test,True,548.743319836859,7.78,False
Ensemble,None,Incremental Drift,Large,Medium,Training,False,110.0980886734821,4.53,False
Ensemble,None,Incremental Drift,Large,Medium,Training/Test,True,133.94561070754122,4.72,False
Ensemble,None,Incremental Drift,Large,Medium,Test,True,149.45436897626365,4.6,False
Ensemble,None,Incremental Drift,Large,Unimportant,Training,False,24.638946823329725,2.26,False
Ensemble,None,Incremental Drift,Large,Unimportant,Training/Test,False,35.23704006269278,2.56,False
Ensemble,None,Incremental Drift,Large,Unimportant,Test,False,36.651987508191546,2.58,False
Ensemble,None,No Drift,No Drift,No Drift,No Drift,False,19.69048039621746,2.03,False
Ensemble,None,Sudden Shock,Small,Important,3 days,False,21.8336685031462,2.05,False
Ensemble,None,Sudden Shock,Large,Important,3 days,False,64.60263869281953,2.38,False
Ensemble,None,Sudden Shock,Small,Important,7 days,False,22.277212164963515,2.06,False
Ensemble,None,Sudden Shock,Large,Important,7 days,False,70.87992757123558,2.49,False
Ensemble,Important,Sudden Drift,Small,Important,Training,False,39.28217801588923,2.71,True
Ensemble,Important,Sudden Drift,Small,Important,Training/Test,False,73.66906788625937,3.84,True
Ensemble,Important,Sudden Drift,Small,Important,Test,True,67.75373668080928,3.51,True
Ensemble,Important,Sudden Drift,Small,Medium,Training,False,29.63671161173776,2.44,False
Ensemble,Important,Sudden Drift,Small,Medium,Training/Test,False,22.643390183177832,2.08,False
Ensemble,Important,Sudden Drift,Small,Medium,Test,False,43.62673534257823,2.83,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Training,False,20.873900368272288,2.03,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Training/Test,False,18.984389464056463,1.92,False
Ensemble,Important,Sudden Drift,Small,Unimportant,Test,False,20.61846284735244,2.03,False
Ensemble,Important,Sudden Drift,Large,Important,Training,False,297.60627417715665,6.84,True
Ensemble,Important,Sudden Drift,Large,Important,Training/Test,False,1058.2649886395382,13.0,True
Ensemble,Important,Sudden Drift,Large,Important,Test,True,656.9960470311823,9.66,True
Ensemble,Important,Sudden Drift,Large,Medium,Training,False,118.78778829253136,4.69,False
Ensemble,Important,Sudden Drift,Large,Medium,Training/Test,False,203.4673079480493,6.0,False
Ensemble,Important,Sudden Drift,Large,Medium,Test,True,111.63098538944222,4.07,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Training,False,23.5661384552469,2.15,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Training/Test,False,30.16953566247494,2.42,False
Ensemble,Important,Sudden Drift,Large,Unimportant,Test,False,41.95580579617664,2.83,False
Ensemble,Important,Incremental Drift,Small,Important,Training,False,52.88286842333759,3.14,True
Ensemble,Important,Incremental Drift,Small,Important,Training/Test,True,62.72130000243156,3.44,True
Ensemble,Important,Incremental Drift,Small,Important,Test,True,68.56013914241883,3.52,True
Ensemble,Important,Incremental Drift,Small,Medium,Training,False,30.969422887383157,2.48,False
Ensemble,Important,Incremental Drift,Small,Medium,Training/Test,False,33.28850019887806,2.46,False
Ensemble,Important,Incremental Drift,Small,Medium,Test,False,39.48763782077354,2.7,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Training,False,19.936431815644923,1.99,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Training/Test,False,18.62428816667602,1.93,False
Ensemble,Important,Incremental Drift,Small,Unimportant,Test,False,20.60092301574762,2.03,False
Ensemble,Important,Incremental Drift,Large,Important,Training,False,379.9154408841549,7.61,True
Ensemble,Important,Incremental Drift,Large,Important,Training/Test,True,657.7557001722208,9.8,True
Ensemble,Important,Incremental Drift,Large,Important,Test,True,711.8508400921437,10.08,True
Ensemble,Important,Incremental Drift,Large,Medium,Training,False,102.79594294492225,4.37,False
Ensemble,Important,Incremental Drift,Large,Medium,Training/Test,True,133.86973111659256,4.78,False
Ensemble,Important,Incremental Drift,Large,Medium,Test,True,163.17641762952712,4.88,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training,False,27.219470707523254,2.29,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Training/Test,False,34.200147692622224,2.6,False
Ensemble,Important,Incremental Drift,Large,Unimportant,Test,False,37.11101457315852,2.68,False
Ensemble,Important,No Drift,No Drift,No Drift,No Drift,False,19.64460638093502,1.99,False
Ensemble,Important,Sudden Shock,Small,Important,3 days,False,24.664343776887247,2.18,True
Ensemble,Important,Sudden Shock,Large,Important,3 days,False,95.53750182567175,3.05,True
Ensemble,Important,Sudden Shock,Small,Important,7 days,False,24.88325018574241,2.15,True
Ensemble,Important,Sudden Shock,Large,Important,7 days,False,109.43672628924296,2.83,True
Ensemble,Medium,Sudden Drift,Small,Important,Training,False,44.26678847364648,2.94,False
Ensemble,Medium,Sudden Drift,Small,Important,Training/Test,False,47.0918506286608,3.09,False
Ensemble,Medium,Sudden Drift,Small,Important,Test,False,108.7496141709532,4.92,False
Ensemble,Medium,Sudden Drift,Small,Medium,Training,False,31.54337150981455,2.55,True
Ensemble,Medium,Sudden Drift,Small,Medium,Training/Test,False,27.628157729303798,2.22,True
Ensemble,Medium,Sudden Drift,Small,Medium,Test,False,45.33840229211549,2.91,True
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training,False,18.512860250635697,1.93,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,18.981390817653136,1.91,False
Ensemble,Medium,Sudden Drift,Small,Unimportant,Test,False,20.29539205838681,1.99,False
Ensemble,Medium,Sudden Drift,Large,Important,Training,False,329.12548203785286,7.04,False
Ensemble,Medium,Sudden Drift,Large,Important,Training/Test,False,939.2108190583668,12.02,False
Ensemble,Medium,Sudden Drift,Large,Important,Test,True,346.7154878592856,5.74,False
Ensemble,Medium,Sudden Drift,Large,Medium,Training,False,107.38158907824356,4.45,True
Ensemble,Medium,Sudden Drift,Large,Medium,Training/Test,False,264.0099877847833,6.97,True
Ensemble,Medium,Sudden Drift,Large,Medium,Test,True,193.4954073653276,5.53,True
Ensemble,Medium,Sudden Drift,Large,Unimportant,Training,False,22.45382565100365,2.15,False
Ensemble,Medium,Sudden Drift,Large,Unimportant,Training/Test,False,26.546384877465783,2.25,False
Ensemble,Medium,Sudden Drift,Large,Unimportant,Test,False,46.01026427238169,2.99,False
Ensemble,Medium,Incremental Drift,Small,Important,Training,False,48.91479147339561,2.99,False
Ensemble,Medium,Incremental Drift,Small,Important,Training/Test,True,54.75455649397242,3.13,False
Ensemble,Medium,Incremental Drift,Small,Important,Test,True,60.50351343559062,3.25,False
Ensemble,Medium,Incremental Drift,Small,Medium,Training,False,34.52742000228844,2.67,True
Ensemble,Medium,Incremental Drift,Small,Medium,Training/Test,False,35.59562286069124,2.54,True
Ensemble,Medium,Incremental Drift,Small,Medium,Test,False,40.09400560127161,2.72,True
Ensemble,Medium,Incremental Drift,Small,Unimportant,Training,False,17.4671075767711,1.9,False
Ensemble,Medium,Incremental Drift,Small,Unimportant,Training/Test,False,17.96617364628389,1.87,False
Ensemble,Medium,Incremental Drift,Small,Unimportant,Test,False,19.898850634854423,1.97,False
Ensemble,Medium,Incremental Drift,Large,Important,Training,False,392.1758925535773,7.66,False
Ensemble,Medium,Incremental Drift,Large,Important,Training/Test,True,464.8157260892279,7.27,False
Ensemble,Medium,Incremental Drift,Large,Important,Test,True,569.4486373304849,8.0,False
Ensemble,Medium,Incremental Drift,Large,Medium,Training,False,187.23666551488387,5.88,True
Ensemble,Medium,Incremental Drift,Large,Medium,Training/Test,True,207.7388241727063,5.87,True
Ensemble,Medium,Incremental Drift,Large,Medium,Test,True,199.91541300440187,5.51,True
Ensemble,Medium,Incremental Drift,Large,Unimportant,Training,False,26.323155524695625,2.28,False
Ensemble,Medium,Incremental Drift,Large,Unimportant,Training/Test,False,39.25430947942221,2.73,False
Ensemble,Medium,Incremental Drift,Large,Unimportant,Test,False,40.39712502496286,2.78,False
Ensemble,Medium,No Drift,No Drift,No Drift,No Drift,False,17.793961898748957,1.91,False
Ensemble,Medium,Sudden Shock,Small,Important,3 days,False,21.42772933985809,2.02,False
Ensemble,Medium,Sudden Shock,Large,Important,3 days,False,67.51127079697935,2.47,False
Ensemble,Medium,Sudden Shock,Small,Important,7 days,False,24.00761381153251,2.11,False
Ensemble,Medium,Sudden Shock,Large,Important,7 days,False,68.96781717962172,2.56,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Training,False,43.408362987410605,2.87,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Training/Test,False,44.278440708866725,2.93,False
Ensemble,Unimportant,Sudden Drift,Small,Important,Test,False,127.20384851953833,5.41,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Training,False,27.3893630701667,2.37,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Training/Test,False,24.1702752795484,2.13,False
Ensemble,Unimportant,Sudden Drift,Small,Medium,Test,False,39.23676564990295,2.71,False
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Training,False,17.287110148673495,1.91,True
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,False,17.438921053888322,1.86,True
Ensemble,Unimportant,Sudden Drift,Small,Unimportant,Test,False,17.871748358056436,1.87,True
Ensemble,Unimportant,Sudden Drift,Large,Important,Training,False,293.13039547676226,6.74,False
Ensemble,Unimportant,Sudden Drift,Large,Important,Training/Test,False,918.7503584221566,11.96,False
Ensemble,Unimportant,Sudden Drift,Large,Important,Test,True,355.9892821911065,5.76,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Training,False,104.54481639288508,4.41,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Training/Test,False,194.54651139174825,5.75,False
Ensemble,Unimportant,Sudden Drift,Large,Medium,Test,True,107.36534431364414,4.06,False
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training,False,24.096779033639205,2.21,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,False,26.98755186024407,2.27,True
Ensemble,Unimportant,Sudden Drift,Large,Unimportant,Test,False,36.00431372401473,2.56,True
Ensemble,Unimportant,Incremental Drift,Small,Important,Training,False,44.14450266572625,2.89,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Training/Test,True,53.0106479231376,3.08,False
Ensemble,Unimportant,Incremental Drift,Small,Important,Test,True,66.09693180787873,3.41,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training,False,28.72852275001692,2.4,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Training/Test,False,35.937991308197724,2.58,False
Ensemble,Unimportant,Incremental Drift,Small,Medium,Test,False,36.33922491104912,2.58,False
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training,False,17.76880909972489,1.92,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,False,19.083292727502528,1.95,True
Ensemble,Unimportant,Incremental Drift,Small,Unimportant,Test,False,17.814654418848612,1.86,True
Ensemble,Unimportant,Incremental Drift,Large,Important,Training,False,400.78094392172,7.77,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Training/Test,True,459.9313871925676,7.21,False
Ensemble,Unimportant,Incremental Drift,Large,Important,Test,True,585.5259528362571,8.1,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training,False,106.64828283889511,4.5,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Training/Test,True,126.83325564405396,4.69,False
Ensemble,Unimportant,Incremental Drift,Large,Medium,Test,True,160.0849650812422,4.83,False
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training,False,27.3074650736705,2.39,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,False,29.128482509506185,2.36,True
Ensemble,Unimportant,Incremental Drift,Large,Unimportant,Test,False,32.605043495973334,2.43,True
Ensemble,Unimportant,No Drift,No Drift,No Drift,No Drift,False,16.6136596593101,1.85,False
Ensemble,Unimportant,Sudden Shock,Small,Important,3 days,False,23.718173390011405,2.15,False
Ensemble,Unimportant,Sudden Shock,Large,Important,3 days,False,64.87817936907967,2.45,False
Ensemble,Unimportant,Sudden Shock,Small,Important,7 days,False,21.35752823521517,1.99,False
Ensemble,Unimportant,Sudden Shock,Large,Important,7 days,False,70.07420775089327,2.41,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training,False,39.139281976801634,3.49,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Training/Test,False,77.00281672630109,4.71,False
Gradient boosted decision tree,None,Sudden Drift,Small,Important,Test,False,141.45199580291373,6.94,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training,False,23.93760025027038,2.82,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Training/Test,False,30.772741796009385,3.05,False
Gradient boosted decision tree,None,Sudden Drift,Small,Medium,Test,False,41.40585812172994,3.58,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training,False,24.350590530939417,2.82,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Training/Test,False,24.005614936788447,2.72,False
Gradient boosted decision tree,None,Sudden Drift,Small,Unimportant,Test,False,25.19760542515088,2.68,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training,False,315.00347089183924,8.35,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Training/Test,False,94.39222634799228,4.42,False
Gradient boosted decision tree,None,Sudden Drift,Large,Important,Test,False,2002.0562777120188,26.45,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training,False,59.46713544770737,4.12,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Training/Test,False,133.3124414119094,6.86,False
Gradient boosted decision tree,None,Sudden Drift,Large,Medium,Test,False,306.3379610550109,11.51,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training,False,29.592279475285128,3.12,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Training/Test,False,56.31505933299569,4.18,False
Gradient boosted decision tree,None,Sudden Drift,Large,Unimportant,Test,False,83.65590017718121,5.24,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training,False,40.760089960709,3.56,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Training/Test,False,107.3925640361674,5.95,False
Gradient boosted decision tree,None,Incremental Drift,Small,Important,Test,False,120.8365445789585,6.11,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training,False,22.849306000364727,2.74,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Training/Test,False,33.7294372148446,3.16,False
Gradient boosted decision tree,None,Incremental Drift,Small,Medium,Test,False,37.49011188884341,3.34,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training,False,21.426231283346784,2.64,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Training/Test,False,27.20788547021193,2.79,False
Gradient boosted decision tree,None,Incremental Drift,Small,Unimportant,Test,False,24.496440811472134,2.66,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training,False,353.51681735199804,8.86,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Training/Test,False,1324.2447346011943,20.95,False
Gradient boosted decision tree,None,Incremental Drift,Large,Important,Test,False,1582.371806007107,22.04,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training,False,69.0322322845467,4.47,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Training/Test,False,229.0461129762973,9.73,False
Gradient boosted decision tree,None,Incremental Drift,Large,Medium,Test,False,244.8417351602581,9.71,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training,False,30.59490998082737,3.18,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Training/Test,False,73.18186917777707,4.85,False
Gradient boosted decision tree,None,Incremental Drift,Large,Unimportant,Test,False,70.86763897824424,4.57,False
Gradient boosted decision tree,None,No Drift,No Drift,No Drift,No Drift,False,22.871090476133528,2.72,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,3 days,False,24.91624724127527,2.84,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,3 days,False,49.68567144934578,3.18,False
Gradient boosted decision tree,None,Sudden Shock,Small,Important,7 days,False,25.30210166249065,2.87,False
Gradient boosted decision tree,None,Sudden Shock,Large,Important,7 days,False,52.03800578931797,3.08,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training,False,44.28736558353647,3.67,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Training/Test,False,79.29754907770273,4.91,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Important,Test,False,170.18330242708473,7.82,True
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training,False,25.35319073235076,2.9,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Training/Test,False,27.48885400177057,2.98,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Medium,Test,False,38.29162418981586,3.43,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training,False,22.36338282914059,2.74,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Training/Test,False,22.962144096979703,2.68,False
Gradient boosted decision tree,Important,Sudden Drift,Small,Unimportant,Test,False,25.01777194458245,2.72,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training,False,372.6378183897716,9.2,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Training/Test,False,736.7024184076904,13.61,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Important,Test,False,2120.5783424086644,27.35,True
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training,False,68.01726259783507,4.46,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Training/Test,False,129.04617571189985,6.77,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Medium,Test,False,292.72252032512426,11.2,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training,False,30.89089410607211,3.16,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Training/Test,False,50.87092832575414,3.9,False
Gradient boosted decision tree,Important,Sudden Drift,Large,Unimportant,Test,False,78.11134400348665,5.02,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training,False,43.97768122160574,3.68,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Training/Test,False,124.8816875961544,6.61,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Important,Test,False,139.7768567068963,6.74,True
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training,False,22.234624636748222,2.75,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Training/Test,False,37.540260452951394,3.36,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Medium,Test,False,34.28146063227797,3.16,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training,False,23.725941839150845,2.82,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Training/Test,False,22.000044038143205,2.57,False
Gradient boosted decision tree,Important,Incremental Drift,Small,Unimportant,Test,False,24.40794954450272,2.7,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training,False,377.4494116878696,9.24,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Training/Test,False,1470.4759081885268,22.37,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Important,Test,False,1665.3437903682473,22.97,True
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training,False,66.12486504827089,4.38,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Training/Test,False,220.06356971765737,9.55,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Medium,Test,False,231.6537969624698,9.45,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training,False,28.135242481492902,2.99,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Training/Test,False,62.65010687518535,4.5,False
Gradient boosted decision tree,Important,Incremental Drift,Large,Unimportant,Test,False,65.59552314131521,4.38,False
Gradient boosted decision tree,Important,No Drift,No Drift,No Drift,No Drift,False,23.86822756966158,2.81,False
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,3 days,False,25.09925464224371,2.86,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,3 days,False,82.22360608424192,3.8,True
Gradient boosted decision tree,Important,Sudden Shock,Small,Important,7 days,False,22.371030185793497,2.67,True
Gradient boosted decision tree,Important,Sudden Shock,Large,Important,7 days,False,65.51124875542205,3.29,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training,False,37.75411863069891,3.4,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Training/Test,False,62.65996649864531,4.16,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Important,Test,False,125.76838186588697,6.53,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training,False,22.009683105690325,2.72,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Training/Test,False,26.851422852088422,2.93,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Medium,Test,False,36.55587277444807,3.36,True
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training,False,19.59521349271655,2.59,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Training/Test,False,21.85271651884019,2.56,False
Gradient boosted decision tree,Medium,Sudden Drift,Small,Unimportant,Test,False,22.42454795652826,2.55,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training,False,319.9474319050293,8.43,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Training/Test,False,99.28285293080258,4.52,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Important,Test,False,1944.09784260854,26.05,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training,False,59.09083704769486,4.16,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Training/Test,False,134.70423371129465,6.95,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Medium,Test,False,293.90790110392084,11.22,True
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training,False,28.57338599594396,3.11,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Training/Test,False,56.54926164441706,4.15,False
Gradient boosted decision tree,Medium,Sudden Drift,Large,Unimportant,Test,False,80.53783618458854,5.23,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training,False,37.26910240003828,3.46,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Training/Test,False,91.97943814217209,5.31,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Important,Test,False,106.67911409305783,5.72,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training,False,24.965583192832614,2.91,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Training/Test,False,31.98271476045469,3.12,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Medium,Test,False,33.52770496772972,3.15,True
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training,False,19.65347395416024,2.62,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Training/Test,False,23.32221237131173,2.66,False
Gradient boosted decision tree,Medium,Incremental Drift,Small,Unimportant,Test,False,22.008259301919985,2.52,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training,False,336.7775611267309,8.68,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Training/Test,False,1261.6275942182858,20.38,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Important,Test,False,1530.745417986674,21.7,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training,False,71.54100634161904,4.58,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Training/Test,False,218.98675147507888,9.47,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Medium,Test,False,236.0772623458947,9.49,True
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training,False,31.7653533848257,3.27,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Training/Test,False,66.75508635048908,4.69,False
Gradient boosted decision tree,Medium,Incremental Drift,Large,Unimportant,Test,False,67.37565569970245,4.53,False
Gradient boosted decision tree,Medium,No Drift,No Drift,No Drift,No Drift,False,20.17547822824985,2.59,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,3 days,False,22.38090506886712,2.78,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,3 days,False,48.214392944880494,3.05,False
Gradient boosted decision tree,Medium,Sudden Shock,Small,Important,7 days,False,19.730686327878846,2.54,False
Gradient boosted decision tree,Medium,Sudden Shock,Large,Important,7 days,False,48.054794458276405,2.97,False
