Algorithm,Dropped variable,Drift type,Drift magnitude,Variable importance,Drift time,MSE,SMAPE,Dropped drifting
Linear regression,Medium,Sudden Drift,Large,Important,Training/Test,32.44225518528887,2.39,False
Linear regression,Medium,Sudden Drift,Large,Important,Test,34.87691803871646,2.62,False
Linear regression,Medium,Sudden Drift,Large,Medium,Training,175.14565509271358,7.02,True
Linear regression,Medium,Sudden Drift,Large,Medium,Training/Test,310.56753709507865,10.72,True
Linear regression,Medium,Sudden Drift,Large,Medium,Test,513.9729222452314,14.24,True
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training,23.467523626299627,2.61,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Training/Test,22.839449617628315,2.62,False
Linear regression,Medium,Sudden Drift,Large,Unimportant,Test,1892.6248539328155,25.45,False
Linear regression,Medium,Incremental Drift,Small,Important,Training,25.11265469705023,2.57,False
Linear regression,Medium,Incremental Drift,Small,Important,Training/Test,24.544275393952656,2.6,False
Linear regression,Medium,Incremental Drift,Small,Important,Test,23.56190527303911,2.53,False
Linear regression,Medium,Incremental Drift,Small,Medium,Training,29.53502477697671,2.99,True
Linear regression,Medium,Incremental Drift,Small,Medium,Training/Test,53.05496722699928,4.0,True
Linear regression,Medium,Incremental Drift,Small,Medium,Test,50.54222625287344,3.86,True
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training,23.44745133436714,2.67,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Training/Test,32.79946075106875,3.27,False
Linear regression,Medium,Incremental Drift,Small,Unimportant,Test,99.5811687556624,5.92,False
Linear regression,Medium,Incremental Drift,Large,Important,Training,33.0930049981948,2.44,False
Linear regression,Medium,Incremental Drift,Large,Important,Training/Test,34.563333845543006,2.63,False
Linear regression,Medium,Incremental Drift,Large,Important,Test,29.51671888357728,2.44,False
Linear regression,Medium,Incremental Drift,Large,Medium,Training,166.16711708379643,6.81,True
Linear regression,Medium,Incremental Drift,Large,Medium,Training/Test,430.42449513336805,12.86,True
Linear regression,Medium,Incremental Drift,Large,Medium,Test,405.0812078945712,11.89,True
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training,23.13539945478451,2.6,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Training/Test,26.60935431944671,2.86,False
Linear regression,Medium,Incremental Drift,Large,Unimportant,Test,1323.0391287921502,20.29,False
Linear regression,Medium,No Drift,No Drift,No Drift,No Drift,22.296642572794354,2.6,False
Linear regression,Medium,Sudden Shock,Small,Important,3 days,24.500571342253053,2.72,False
Linear regression,Medium,Sudden Shock,Large,Important,3 days,23.92715091382073,2.67,False
Linear regression,Medium,Sudden Shock,Small,Important,7 days,22.854982440316256,2.64,False
Linear regression,Medium,Sudden Shock,Large,Important,7 days,22.32738898551248,2.6,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training,25.546037452284157,2.59,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Training/Test,25.483562987766103,2.59,False
Linear regression,Unimportant,Sudden Drift,Small,Important,Test,24.923228316652988,2.59,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training,23.12818764195457,2.56,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Training/Test,24.960113164845147,2.65,False
Linear regression,Unimportant,Sudden Drift,Small,Medium,Test,98.06970342098268,5.93,False
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training,22.20557945960607,2.6,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,23.124906166063468,2.61,True
Linear regression,Unimportant,Sudden Drift,Small,Unimportant,Test,23.16860436383036,2.61,True
Linear regression,Unimportant,Sudden Drift,Large,Important,Training,33.95401910516009,2.45,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Training/Test,32.53014823673733,2.41,False
Linear regression,Unimportant,Sudden Drift,Large,Important,Test,34.35032561270911,2.58,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training,28.144579968782903,2.56,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Training/Test,30.063113313605715,2.63,False
Linear regression,Unimportant,Sudden Drift,Large,Medium,Test,1863.258621051294,29.81,False
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training,23.90256830895241,2.71,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,32.7663809883356,3.13,True
Linear regression,Unimportant,Sudden Drift,Large,Unimportant,Test,38.00190346928259,3.44,True
Linear regression,Unimportant,Incremental Drift,Small,Important,Training,27.152095484712103,2.68,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Training/Test,24.81088324844807,2.61,False
Linear regression,Unimportant,Incremental Drift,Small,Important,Test,24.06528562319754,2.55,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training,24.06032097472634,2.63,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Training/Test,26.25060154011061,2.71,False
Linear regression,Unimportant,Incremental Drift,Small,Medium,Test,87.45895081620309,5.37,False
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training,23.57216687124337,2.68,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,23.2979671647223,2.62,True
Linear regression,Unimportant,Incremental Drift,Small,Unimportant,Test,23.193772085172345,2.63,True
Linear regression,Unimportant,Incremental Drift,Large,Important,Training,33.6828202133489,2.45,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Training/Test,33.683590355017195,2.57,False
Linear regression,Unimportant,Incremental Drift,Large,Important,Test,32.104820075659894,2.57,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training,26.35815152811545,2.49,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Training/Test,31.58160570397413,2.73,False
Linear regression,Unimportant,Incremental Drift,Large,Medium,Test,685.6987770164683,16.0,False
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training,24.951422886748183,2.75,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,36.11088762178352,3.32,True
Linear regression,Unimportant,Incremental Drift,Large,Unimportant,Test,34.46441478420201,3.24,True
Linear regression,Unimportant,No Drift,No Drift,No Drift,No Drift,23.14421026680068,2.66,False
Linear regression,Unimportant,Sudden Shock,Small,Important,3 days,24.591361496296457,2.73,False
Linear regression,Unimportant,Sudden Shock,Large,Important,3 days,23.67465447378856,2.66,False
Linear regression,Unimportant,Sudden Shock,Small,Important,7 days,23.68131124926323,2.69,False
Linear regression,Unimportant,Sudden Shock,Large,Important,7 days,23.76667280225853,2.69,False
Linear regression online,None,Sudden Drift,Small,Important,Training,27.33186660498235,2.67,False
Linear regression online,None,Sudden Drift,Small,Important,Training/Test,28.09467852385001,2.69,False
Linear regression online,None,Sudden Drift,Small,Important,Test,44.87981020909663,3.51,False
Linear regression online,None,Sudden Drift,Small,Medium,Training,26.135893641288845,2.71,False
Linear regression online,None,Sudden Drift,Small,Medium,Training/Test,26.70247383989093,2.72,False
Linear regression online,None,Sudden Drift,Small,Medium,Test,29.91971067514584,2.91,False
Linear regression online,None,Sudden Drift,Small,Unimportant,Training,24.98183027226928,2.74,False
Linear regression online,None,Sudden Drift,Small,Unimportant,Training/Test,24.972363875481488,2.71,False
Linear regression online,None,Sudden Drift,Small,Unimportant,Test,55.96763650668821,4.39,False
Linear regression online,None,Sudden Drift,Large,Important,Training,36.52146934349173,2.52,False
Linear regression online,None,Sudden Drift,Large,Important,Training/Test,36.73431464058362,2.52,False
Linear regression online,None,Sudden Drift,Large,Important,Test,3.540407137965491e+24,195.39,False
Linear regression online,None,Sudden Drift,Large,Medium,Training,30.090241993881342,2.64,False
Linear regression online,None,Sudden Drift,Large,Medium,Training/Test,32.493496139239184,2.71,False
Linear regression online,None,Sudden Drift,Large,Medium,Test,60.95754557353603,3.95,False
Linear regression online,None,Sudden Drift,Large,Unimportant,Training,24.81962397543234,2.67,False
Linear regression online,None,Sudden Drift,Large,Unimportant,Training/Test,25.463415140844933,2.71,False
Linear regression online,None,Sudden Drift,Large,Unimportant,Test,2.4564850658349946e+25,195.74,False
Linear regression online,None,Incremental Drift,Small,Important,Training,27.90185039014097,2.7,False
Linear regression online,None,Incremental Drift,Small,Important,Training/Test,34.5824277884865,2.98,False
Linear regression online,None,Incremental Drift,Small,Important,Test,40.0580828036344,3.37,False
Linear regression online,None,Incremental Drift,Small,Medium,Training,26.357470338772007,2.73,False
Linear regression online,None,Incremental Drift,Small,Medium,Training/Test,27.396055084116316,2.76,False
Linear regression online,None,Incremental Drift,Small,Medium,Test,28.676243685587355,2.91,False
Linear regression online,None,Incremental Drift,Small,Unimportant,Training,24.70028045211705,2.72,False
Linear regression online,None,Incremental Drift,Small,Unimportant,Training/Test,32.10075144661531,3.08,False
Linear regression online,None,Incremental Drift,Small,Unimportant,Test,49.78473121138498,4.04,False
Linear regression online,None,Incremental Drift,Large,Important,Training,36.360643922696745,2.52,False
Linear regression online,None,Incremental Drift,Large,Important,Training/Test,55.212849005263095,3.18,False
Linear regression online,None,Incremental Drift,Large,Important,Test,2.544641221475826e+24,142.97,False
Linear regression online,None,Incremental Drift,Large,Medium,Training,29.82050927306616,2.62,False
Linear regression online,None,Incremental Drift,Large,Medium,Training/Test,41.31904584272638,3.11,False
Linear regression online,None,Incremental Drift,Large,Medium,Test,49.59588584503101,3.66,False
Linear regression online,None,Incremental Drift,Large,Unimportant,Training,24.930787494910454,2.68,False
Linear regression online,None,Incremental Drift,Large,Unimportant,Training/Test,38.9231583674957,3.43,False
Linear regression online,None,Incremental Drift,Large,Unimportant,Test,1.6236715741966165e+25,157.31,False
Linear regression online,None,No Drift,No Drift,No Drift,No Drift,25.161123037508126,2.77,False
Linear regression online,None,Sudden Shock,Small,Important,3 days,25.290299383861665,2.76,False
Linear regression online,None,Sudden Shock,Large,Important,3 days,25.09142097654831,2.74,False
Linear regression online,None,Sudden Shock,Small,Important,7 days,25.01393145463126,2.75,False
Linear regression online,None,Sudden Shock,Large,Important,7 days,25.35857453843857,2.75,False
Linear regression online,Important,Sudden Drift,Small,Important,Training,41.4772050684798,3.41,True
Linear regression online,Important,Sudden Drift,Small,Important,Training/Test,46.16440784776249,3.45,True
Linear regression online,Important,Sudden Drift,Small,Important,Test,64.84222752772172,4.15,True
Linear regression online,Important,Sudden Drift,Small,Medium,Training,27.195033884635404,2.76,False
Linear regression online,Important,Sudden Drift,Small,Medium,Training/Test,27.16995537686553,2.74,False
Linear regression online,Important,Sudden Drift,Small,Medium,Test,35.730244443571,3.13,False
Linear regression online,Important,Sudden Drift,Small,Unimportant,Training,25.53536371233949,2.75,False
Linear regression online,Important,Sudden Drift,Small,Unimportant,Training/Test,25.537456967738827,2.74,False
Linear regression online,Important,Sudden Drift,Small,Unimportant,Test,58.422748446529326,4.46,False
Linear regression online,Important,Sudden Drift,Large,Important,Training,180.32619754181147,6.0,True
Linear regression online,Important,Sudden Drift,Large,Important,Training/Test,326.0567235735664,7.91,True
Linear regression online,Important,Sudden Drift,Large,Important,Test,652.6963835324399,12.34,True
Linear regression online,Important,Sudden Drift,Large,Medium,Training,31.350565555591565,2.68,False
Linear regression online,Important,Sudden Drift,Large,Medium,Training/Test,32.98031828604612,2.73,False
Linear regression online,Important,Sudden Drift,Large,Medium,Test,70.4234051476304,3.83,False
Linear regression online,Important,Sudden Drift,Large,Unimportant,Training,25.90870881444528,2.73,False
Linear regression online,Important,Sudden Drift,Large,Unimportant,Training/Test,26.476772314633237,2.76,False
Linear regression online,Important,Sudden Drift,Large,Unimportant,Test,1.4511206491553796e+25,195.76,False
Linear regression online,Important,Incremental Drift,Small,Important,Training,40.7680384523856,3.38,True
Linear regression online,Important,Incremental Drift,Small,Important,Training/Test,56.37862917655501,3.88,True
Linear regression online,Important,Incremental Drift,Small,Important,Test,53.58162801367207,3.75,True
Linear regression online,Important,Incremental Drift,Small,Medium,Training,27.165104254511235,2.76,False
Linear regression online,Important,Incremental Drift,Small,Medium,Training/Test,28.63974153304245,2.82,False
Linear regression online,Important,Incremental Drift,Small,Medium,Test,29.126041008092063,2.92,False
Linear regression online,Important,Incremental Drift,Small,Unimportant,Training,25.398959983121312,2.75,False
Linear regression online,Important,Incremental Drift,Small,Unimportant,Training/Test,31.936000476421192,3.05,False
Linear regression online,Important,Incremental Drift,Small,Unimportant,Test,48.78237658145949,4.06,False
Linear regression online,Important,Incremental Drift,Large,Important,Training,182.5959383493328,6.1,True
Linear regression online,Important,Incremental Drift,Large,Important,Training/Test,539.3437339231743,11.55,True
Linear regression online,Important,Incremental Drift,Large,Important,Test,569.2878460964724,12.04,True
Linear regression online,Important,Incremental Drift,Large,Medium,Training,31.02445694616177,2.67,False
Linear regression online,Important,Incremental Drift,Large,Medium,Training/Test,41.21713673522914,3.08,False
Linear regression online,Important,Incremental Drift,Large,Medium,Test,50.63259484293991,3.67,False
Linear regression online,Important,Incremental Drift,Large,Unimportant,Training,25.91714698742679,2.72,False
Linear regression online,Important,Incremental Drift,Large,Unimportant,Training/Test,36.19714341894873,3.23,False
Linear regression online,Important,Incremental Drift,Large,Unimportant,Test,8.907285727430821e+24,157.16,False
Linear regression online,Important,No Drift,No Drift,No Drift,No Drift,25.598779188872488,2.78,False
Linear regression online,Important,Sudden Shock,Small,Important,3 days,28.183369353059387,2.93,True
Linear regression online,Important,Sudden Shock,Large,Important,3 days,71.20852474933875,3.6,True
Linear regression online,Important,Sudden Shock,Small,Important,7 days,28.183990634068603,2.91,True
Linear regression online,Important,Sudden Shock,Large,Important,7 days,72.62110046197913,3.59,True
Linear regression online,Medium,Sudden Drift,Small,Important,Training,27.913373997361614,2.69,False
Linear regression online,Medium,Sudden Drift,Small,Important,Training/Test,28.06641201349749,2.68,False
Linear regression online,Medium,Sudden Drift,Small,Important,Test,53.43296756949199,3.91,False
Linear regression online,Medium,Sudden Drift,Small,Medium,Training,29.465451396511877,2.95,True
Linear regression online,Medium,Sudden Drift,Small,Medium,Training/Test,29.167313250993093,2.84,True
Linear regression online,Medium,Sudden Drift,Small,Medium,Test,31.13865801121498,2.96,True
Linear regression online,Medium,Sudden Drift,Small,Unimportant,Training,25.05139143387976,2.73,False
Linear regression online,Medium,Sudden Drift,Small,Unimportant,Training/Test,25.234485772579777,2.72,False
Linear regression online,Medium,Sudden Drift,Small,Unimportant,Test,59.72895348798015,4.47,False
Linear regression online,Medium,Sudden Drift,Large,Important,Training,37.015665432546086,2.53,False
Linear regression online,Medium,Sudden Drift,Large,Important,Training/Test,37.2095687167389,2.52,False
Linear regression online,Medium,Sudden Drift,Large,Important,Test,3.1470082186301194e+24,195.3,False
Linear regression online,Medium,Sudden Drift,Large,Medium,Training,67.23385596783288,4.14,True
Linear regression online,Medium,Sudden Drift,Large,Medium,Training/Test,86.93604202548437,4.57,True
Linear regression online,Medium,Sudden Drift,Large,Medium,Test,140.25828384964933,6.03,True
Linear regression online,Medium,Sudden Drift,Large,Unimportant,Training,25.353089515188906,2.7,False
Linear regression online,Medium,Sudden Drift,Large,Unimportant,Training/Test,25.8949723698323,2.73,False
Linear regression online,Medium,Sudden Drift,Large,Unimportant,Test,3.887347206687924e+25,195.74,False
Linear regression online,Medium,Incremental Drift,Small,Important,Training,27.86270487075597,2.69,False
Linear regression online,Medium,Incremental Drift,Small,Important,Training/Test,36.33150474258781,3.07,False
Linear regression online,Medium,Incremental Drift,Small,Important,Test,42.833518526625234,3.5,False
Linear regression online,Medium,Incremental Drift,Small,Medium,Training,29.16727173924892,2.95,True
Linear regression online,Medium,Incremental Drift,Small,Medium,Training/Test,30.730340505547577,2.92,True
Linear regression online,Medium,Incremental Drift,Small,Medium,Test,31.17176642664297,2.96,True
Linear regression online,Medium,Incremental Drift,Small,Unimportant,Training,25.085980869327557,2.73,False
Linear regression online,Medium,Incremental Drift,Small,Unimportant,Training/Test,36.596260986483095,3.33,False
Linear regression online,Medium,Incremental Drift,Small,Unimportant,Test,50.84537480485144,4.08,False
Linear regression online,Medium,Incremental Drift,Large,Important,Training,36.836743700824265,2.52,False
Linear regression online,Medium,Incremental Drift,Large,Important,Training/Test,58.9688902894853,3.31,False
Linear regression online,Medium,Incremental Drift,Large,Important,Test,3.573713948420163e+24,153.56,False
Linear regression online,Medium,Incremental Drift,Large,Medium,Training,59.31205951908432,3.88,True
Linear regression online,Medium,Incremental Drift,Large,Medium,Training/Test,110.70005383062546,5.39,True
Linear regression online,Medium,Incremental Drift,Large,Medium,Test,109.67760261830836,5.37,True
Linear regression online,Medium,Incremental Drift,Large,Unimportant,Training,25.180369693090757,2.69,False
Linear regression online,Medium,Incremental Drift,Large,Unimportant,Training/Test,35.88883402419272,3.26,False
Linear regression online,Medium,Incremental Drift,Large,Unimportant,Test,5.426504741226803e+24,166.19,False
Linear regression online,Medium,No Drift,No Drift,No Drift,No Drift,25.57497954215971,2.79,False
Linear regression online,Medium,Sudden Shock,Small,Important,3 days,25.61909812906274,2.78,False
Linear regression online,Medium,Sudden Shock,Large,Important,3 days,25.14620449047949,2.74,False
Linear regression online,Medium,Sudden Shock,Small,Important,7 days,25.186750708074893,2.76,False
Linear regression online,Medium,Sudden Shock,Large,Important,7 days,25.623703141356422,2.77,False
Linear regression online,Unimportant,Sudden Drift,Small,Important,Training,27.61174441055421,2.68,False
Linear regression online,Unimportant,Sudden Drift,Small,Important,Training/Test,27.402905985558014,2.65,False
Linear regression online,Unimportant,Sudden Drift,Small,Important,Test,45.94627069847834,3.57,False
Linear regression online,Unimportant,Sudden Drift,Small,Medium,Training,26.243097080026207,2.72,False
Linear regression online,Unimportant,Sudden Drift,Small,Medium,Training/Test,26.7891193711598,2.72,False
Linear regression online,Unimportant,Sudden Drift,Small,Medium,Test,28.99596532329897,2.87,False
Linear regression online,Unimportant,Sudden Drift,Small,Unimportant,Training,24.74108281135597,2.74,True
Linear regression online,Unimportant,Sudden Drift,Small,Unimportant,Training/Test,23.965848007163476,2.66,True
Linear regression online,Unimportant,Sudden Drift,Small,Unimportant,Test,23.91187891856631,2.65,True
Linear regression online,Unimportant,Sudden Drift,Large,Important,Training,35.99388418014272,2.5,False
Linear regression online,Unimportant,Sudden Drift,Large,Important,Training/Test,36.5519893606638,2.52,False
Linear regression online,Unimportant,Sudden Drift,Large,Important,Test,2.982892278687651e+24,195.16,False
Linear regression online,Unimportant,Sudden Drift,Large,Medium,Training,30.09140469706645,2.63,False
Linear regression online,Unimportant,Sudden Drift,Large,Medium,Training/Test,32.09364055238807,2.69,False
Linear regression online,Unimportant,Sudden Drift,Large,Medium,Test,60.97419295682023,3.8,False
Linear regression online,Unimportant,Sudden Drift,Large,Unimportant,Training,26.34074114200384,2.81,True
Linear regression online,Unimportant,Sudden Drift,Large,Unimportant,Training/Test,25.531147968466968,2.7,True
Linear regression online,Unimportant,Sudden Drift,Large,Unimportant,Test,27.009228185401327,2.78,True
Linear regression online,Unimportant,Incremental Drift,Small,Important,Training,27.806457765945545,2.69,False
Linear regression online,Unimportant,Incremental Drift,Small,Important,Training/Test,33.44027345206624,2.92,False
Linear regression online,Unimportant,Incremental Drift,Small,Important,Test,41.490955880037575,3.44,False
Linear regression online,Unimportant,Incremental Drift,Small,Medium,Training,26.31583671379181,2.73,False
Linear regression online,Unimportant,Incremental Drift,Small,Medium,Training/Test,27.267875221796547,2.74,False
Linear regression online,Unimportant,Incremental Drift,Small,Medium,Test,29.11926516278844,2.94,False
Linear regression online,Unimportant,Incremental Drift,Small,Unimportant,Training,24.9771051412046,2.76,True
Linear regression online,Unimportant,Incremental Drift,Small,Unimportant,Training/Test,24.0003603739862,2.66,True
Linear regression online,Unimportant,Incremental Drift,Small,Unimportant,Test,24.561734221660227,2.7,True
Linear regression online,Unimportant,Incremental Drift,Large,Important,Training,36.00712681865552,2.5,False
Linear regression online,Unimportant,Incremental Drift,Large,Important,Training/Test,48.94362902994466,2.95,False
Linear regression online,Unimportant,Incremental Drift,Large,Important,Test,2.0324430380345816e+24,143.07,False
Linear regression online,Unimportant,Incremental Drift,Large,Medium,Training,30.283755399657892,2.65,False
Linear regression online,Unimportant,Incremental Drift,Large,Medium,Training/Test,39.87125768220987,3.04,False
Linear regression online,Unimportant,Incremental Drift,Large,Medium,Test,49.8838893117059,3.66,False
Linear regression online,Unimportant,Incremental Drift,Large,Unimportant,Training,25.80292934583415,2.77,True
Linear regression online,Unimportant,Incremental Drift,Large,Unimportant,Training/Test,26.241042563078818,2.73,True
Linear regression online,Unimportant,Incremental Drift,Large,Unimportant,Test,27.113344852576503,2.81,True
Linear regression online,Unimportant,No Drift,No Drift,No Drift,No Drift,24.547159138118037,2.73,False
Linear regression online,Unimportant,Sudden Shock,Small,Important,3 days,24.8045751043817,2.74,False
Linear regression online,Unimportant,Sudden Shock,Large,Important,3 days,24.782416477401988,2.73,False
Linear regression online,Unimportant,Sudden Shock,Small,Important,7 days,24.8175584592652,2.74,False
Linear regression online,Unimportant,Sudden Shock,Large,Important,7 days,24.98690321953723,2.73,False
Linear regression,None,Sudden Drift,Small,Important,Training,20.642348741498267,3.32,False
Linear regression,None,Sudden Drift,Small,Important,Training/Test,20.97046926429487,3.37,False
Linear regression,None,Sudden Drift,Small,Important,Test,285.0114970836099,15.98,False
Linear regression,None,Sudden Drift,Small,Medium,Training,20.41886276030204,3.26,False
Linear regression,None,Sudden Drift,Small,Medium,Training/Test,20.625439482007604,3.28,False
Linear regression,None,Sudden Drift,Small,Medium,Test,87.24512828129915,7.55,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training,22.03043000907665,3.55,False
Linear regression,None,Sudden Drift,Small,Unimportant,Training/Test,23.395303803552174,3.64,False
Linear regression,None,Sudden Drift,Small,Unimportant,Test,54.59736375463049,5.86,False
Linear regression,None,Sudden Drift,Large,Important,Training,21.570074616602007,3.05,False
Linear regression,None,Sudden Drift,Large,Important,Training/Test,24.23195187006496,3.27,False
Linear regression,None,Sudden Drift,Large,Important,Test,4137.357028544994,70.01,False
Linear regression,None,Sudden Drift,Large,Medium,Training,24.468239332867736,2.93,False
Linear regression,None,Sudden Drift,Large,Medium,Training/Test,33.78973635159276,3.45,False
Linear regression,None,Sudden Drift,Large,Medium,Test,945.987229379957,23.73,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training,19.85559412155536,3.35,False
Linear regression,None,Sudden Drift,Large,Unimportant,Training/Test,30.591289923476143,4.1,False
Linear regression,None,Sudden Drift,Large,Unimportant,Test,790.2932756838605,28.62,False
Linear regression,None,Incremental Drift,Small,Important,Training,20.405214945656866,3.34,False
Linear regression,None,Incremental Drift,Small,Important,Training/Test,42.42759037788563,4.95,False
Linear regression,None,Incremental Drift,Small,Important,Test,227.00256718287343,13.32,False
Linear regression,None,Incremental Drift,Small,Medium,Training,20.285930147886784,3.25,False
Linear regression,None,Incremental Drift,Small,Medium,Training/Test,33.861575712994444,4.15,False
Linear regression,None,Incremental Drift,Small,Medium,Test,68.51394643494221,6.39,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training,19.62752274946504,3.41,False
Linear regression,None,Incremental Drift,Small,Unimportant,Training/Test,27.927249013600644,4.02,False
Linear regression,None,Incremental Drift,Small,Unimportant,Test,51.63182054677238,5.69,False
Linear regression,None,Incremental Drift,Large,Important,Training,21.20938211650674,3.07,False
Linear regression,None,Incremental Drift,Large,Important,Training/Test,31.04678868642677,3.62,False
Linear regression,None,Incremental Drift,Large,Important,Test,3069.1347128714106,54.99,False
Linear regression,None,Incremental Drift,Large,Medium,Training,24.93690259969001,2.95,False
Linear regression,None,Incremental Drift,Large,Medium,Training/Test,40.1048272223525,3.76,False
Linear regression,None,Incremental Drift,Large,Medium,Test,1241.8748032511528,27.01,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training,20.399030274869627,3.39,False
Linear regression,None,Incremental Drift,Large,Unimportant,Training/Test,35.5622010062721,4.47,False
Linear regression,None,Incremental Drift,Large,Unimportant,Test,422.77016303355447,18.74,False
Linear regression,None,No Drift,No Drift,No Drift,No Drift,21.08782196175669,3.52,False
Linear regression,None,Sudden Shock,Small,Important,3 days,21.444451312115916,3.52,False
Linear regression,None,Sudden Shock,Large,Important,3 days,20.589058761062127,3.44,False
Linear regression,None,Sudden Shock,Small,Important,7 days,20.66254928679992,3.46,False
Linear regression,None,Sudden Shock,Large,Important,7 days,19.032194724257185,3.33,False
Linear regression,Important,Sudden Drift,Small,Important,Training,27.324619388987934,3.93,True
Linear regression,Important,Sudden Drift,Small,Important,Training/Test,31.28330445356455,4.09,True
Linear regression,Important,Sudden Drift,Small,Important,Test,40.634178450617526,4.85,True
Linear regression,Important,Sudden Drift,Small,Medium,Training,20.37808184066392,3.23,False
Linear regression,Important,Sudden Drift,Small,Medium,Training/Test,20.371370522783533,3.25,False
Linear regression,Important,Sudden Drift,Small,Medium,Test,117.33410499478823,9.05,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training,19.52141751754009,3.37,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Training/Test,23.196131433798524,3.63,False
Linear regression,Important,Sudden Drift,Small,Unimportant,Test,39.66746365416472,4.92,False
Linear regression,Important,Sudden Drift,Large,Important,Training,135.76114007683648,8.17,True
Linear regression,Important,Sudden Drift,Large,Important,Training/Test,218.4405125703372,11.87,True
Linear regression,Important,Sudden Drift,Large,Important,Test,363.8939346991311,15.97,True
Linear regression,Important,Sudden Drift,Large,Medium,Training,24.1419317764019,2.9,False
Linear regression,Important,Sudden Drift,Large,Medium,Training/Test,34.650042630045405,3.5,False
Linear regression,Important,Sudden Drift,Large,Medium,Test,2108.3636591821128,38.4,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Training,18.646654250766986,3.27,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Training/Test,32.54826615929311,4.25,False
Linear regression,Important,Sudden Drift,Large,Unimportant,Test,640.7659774092198,25.28,False
Linear regression,Important,Incremental Drift,Small,Important,Training,26.913173926648646,3.91,True
Linear regression,Important,Incremental Drift,Small,Important,Training/Test,36.275267787989776,4.49,True
Linear regression,Important,Incremental Drift,Small,Important,Test,36.06299232375636,4.53,True
Linear regression,Important,Incremental Drift,Small,Medium,Training,20.34317257316042,3.25,False
Linear regression,Important,Incremental Drift,Small,Medium,Training/Test,37.847732991728925,4.41,False
Linear regression,Important,Incremental Drift,Small,Medium,Test,90.79261886990044,7.56,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training,21.22033660491911,3.48,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Training/Test,30.86603225055213,4.27,False
Linear regression,Important,Incremental Drift,Small,Unimportant,Test,41.12854272957925,5.01,False
Linear regression,Important,Incremental Drift,Large,Important,Training,127.9479998377264,7.87,True
Linear regression,Important,Incremental Drift,Large,Important,Training/Test,304.74358365928333,14.41,True
Linear regression,Important,Incremental Drift,Large,Important,Test,285.2475040795516,13.28,True
Linear regression,Important,Incremental Drift,Large,Medium,Training,23.604465834058374,2.88,False
Linear regression,Important,Incremental Drift,Large,Medium,Training/Test,41.62769272410898,3.82,False
Linear regression,Important,Incremental Drift,Large,Medium,Test,1045.3431761015902,24.3,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training,18.980730207577377,3.28,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Training/Test,38.73662476775745,4.69,False
Linear regression,Important,Incremental Drift,Large,Unimportant,Test,337.6467586259985,16.47,False
Linear regression,Important,No Drift,No Drift,No Drift,No Drift,20.21173259047985,3.44,False
Linear regression,Important,Sudden Shock,Small,Important,3 days,22.088868656912048,3.56,True
Linear regression,Important,Sudden Shock,Large,Important,3 days,30.46849910805756,3.82,True
Linear regression,Important,Sudden Shock,Small,Important,7 days,22.333725225523946,3.59,True
Linear regression,Important,Sudden Shock,Large,Important,7 days,31.15340491009722,3.85,True
Linear regression,Medium,Sudden Drift,Small,Important,Training,20.952268169057024,3.34,False
