LoadDate,Unnamed: 0,Group_Item,OrderQtyFirst,Year,Quarter,Month,Week,DayOfWeek,DayOfYear
2015-03-09 00:00:00+00:00,25508,5,64.0,2015,1,3,11,0,68
2015-03-10 00:00:00+00:00,25667,5,28.0,2015,1,3,11,1,69
2015-03-10 00:00:00+00:00,54126,3,26.0,2015,1,3,11,1,69
2015-03-10 00:00:00+00:00,39974,1,16.0,2015,1,3,11,1,69
2015-03-10 00:00:00+00:00,42540,2,7.0,2015,1,3,11,1,69
2015-03-10 00:00:00+00:00,33527,4,10.0,2015,1,3,11,1,69
2015-03-11 00:00:00+00:00,32845,4,27.0,2015,1,3,11,2,70
2015-03-11 00:00:00+00:00,43056,2,14.0,2015,1,3,11,2,70
2015-03-11 00:00:00+00:00,55674,3,58.0,2015,1,3,11,2,70
2015-03-11 00:00:00+00:00,26334,5,14.0,2015,1,3,11,2,70
2015-03-11 00:00:00+00:00,39424,1,13.0,2015,1,3,11,2,70
2015-03-12 00:00:00+00:00,55057,3,54.0,2015,1,3,11,3,71
2015-03-12 00:00:00+00:00,25118,5,64.0,2015,1,3,11,3,71
2015-03-12 00:00:00+00:00,38934,1,43.0,2015,1,3,11,3,71
2015-03-12 00:00:00+00:00,44092,2,17.0,2015,1,3,11,3,71
2015-03-12 00:00:00+00:00,34179,4,49.0,2015,1,3,11,3,71
2015-03-13 00:00:00+00:00,54248,3,62.0,2015,1,3,11,4,72
2015-03-13 00:00:00+00:00,39659,1,37.0,2015,1,3,11,4,72
2015-03-13 00:00:00+00:00,25520,5,45.0,2015,1,3,11,4,72
2015-03-13 00:00:00+00:00,34166,4,74.0,2015,1,3,11,4,72
2015-03-13 00:00:00+00:00,43623,2,30.0,2015,1,3,11,4,72
2015-03-14 00:00:00+00:00,43452,2,5.0,2015,1,3,11,5,73
2015-03-14 00:00:00+00:00,39249,1,14.0,2015,1,3,11,5,73
2015-03-14 00:00:00+00:00,34273,4,12.0,2015,1,3,11,5,73
2015-03-14 00:00:00+00:00,25032,5,4.0,2015,1,3,11,5,73
2015-03-15 00:00:00+00:00,26011,5,8.0,2015,1,3,11,6,74
2015-03-16 00:00:00+00:00,34142,4,63.0,2015,1,3,12,0,75
2015-03-16 00:00:00+00:00,26785,5,53.0,2015,1,3,12,0,75
2015-03-16 00:00:00+00:00,43911,2,29.0,2015,1,3,12,0,75
